,holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,past_hour,before_work,during_work,winter,summer,autumn,misty,light_precip,heavy_precip
47,0,1,6.56,6.82,47,26.0027,0,1,1,2011,1,3,4,2,0,0,1,0,0,0,0,0
48,0,1,6.56,6.82,47,19.0012,0,3,3,2011,1,3,5,1,0,0,1,0,0,0,0,0
49,0,1,5.74,5.305,50,26.0027,0,30,30,2011,1,3,6,3,0,0,1,0,0,0,0,0
50,0,1,5.74,6.82,50,12.998,1,63,64,2011,1,3,7,30,0,0,1,0,0,0,0,0
51,0,1,5.74,6.06,50,19.0012,1,153,154,2011,1,3,8,64,0,0,1,0,0,0,0,0
52,0,1,6.56,6.82,43,26.0027,7,81,88,2011,1,3,9,154,0,0,1,0,0,0,0,0
53,0,1,7.38,8.335,43,16.9979,11,33,44,2011,1,3,10,88,0,0,1,0,0,0,0,0
54,0,1,8.2,9.09,40,22.0028,10,41,51,2011,1,3,11,44,0,0,1,0,0,0,0,0
55,0,1,9.02,10.605,35,19.9995,13,48,61,2011,1,3,12,51,0,0,1,0,0,0,0,0
56,0,1,9.84,10.605,35,19.0012,8,53,61,2011,1,3,13,61,0,0,1,0,0,0,0,0
57,0,1,10.66,12.12,30,19.0012,11,66,77,2011,1,3,14,61,0,0,1,0,0,0,0,0
58,0,1,10.66,12.12,30,16.9979,14,58,72,2011,1,3,15,77,0,0,1,0,0,0,0,0
59,0,1,10.66,12.12,30,16.9979,9,67,76,2011,1,3,16,72,0,0,1,0,0,0,0,0
60,0,1,9.84,11.365,30,15.0013,11,146,157,2011,1,3,17,76,0,0,1,0,0,0,0,0
61,0,1,9.84,12.88,32,7.0015,9,148,157,2011,1,3,18,157,0,0,1,0,0,0,0,0
62,0,1,8.2,12.88,47,0,8,102,110,2011,1,3,19,157,0,0,1,0,0,0,0,0
63,0,1,8.2,11.365,47,7.0015,3,49,52,2011,1,3,20,110,0,0,1,0,0,0,0,0
64,0,1,7.38,9.85,64,8.9981,3,49,52,2011,1,3,21,52,0,0,1,0,0,0,0,0
65,0,1,5.74,7.575,69,8.9981,0,20,20,2011,1,3,22,52,0,0,1,0,0,0,0,0
66,0,1,7.38,10.605,55,7.0015,1,11,12,2011,1,3,23,20,0,0,1,0,0,0,0,0
67,0,1,6.56,9.09,55,7.0015,0,5,5,2011,1,4,0,12,0,0,1,0,0,0,0,0
68,0,1,6.56,9.09,59,7.0015,0,2,2,2011,1,4,1,5,0,0,1,0,0,0,0,0
69,0,1,5.74,7.575,63,8.9981,0,1,1,2011,1,4,2,2,0,0,1,0,0,0,0,0
70,0,1,5.74,9.09,63,6.0032,0,2,2,2011,1,4,4,1,0,0,1,0,0,0,0,0
71,0,1,4.92,7.575,68,7.0015,0,4,4,2011,1,4,5,2,0,0,1,0,0,0,0,0
72,0,1,4.92,7.575,74,7.0015,0,36,36,2011,1,4,6,4,0,0,1,0,0,0,0,0
73,0,1,4.92,7.575,74,8.9981,2,92,94,2011,1,4,7,36,0,0,1,0,0,0,0,0
74,0,1,5.74,7.575,69,11.0014,2,177,179,2011,1,4,8,94,0,0,1,0,0,0,0,0
75,0,1,6.56,7.575,64,15.0013,2,98,100,2011,1,4,9,179,0,0,1,0,0,0,0,0
76,0,1,6.56,6.82,69,22.0028,5,37,42,2011,1,4,10,100,0,0,1,0,0,1,0,0
77,0,1,9.02,10.605,51,19.9995,7,50,57,2011,1,4,11,42,0,0,1,0,0,0,0,0
78,0,1,9.02,11.365,51,11.0014,12,66,78,2011,1,4,12,57,0,0,1,0,0,0,0,0
79,0,1,9.84,11.365,56,12.998,18,79,97,2011,1,4,13,78,0,0,1,0,0,0,0,0
80,0,1,10.66,12.88,52,15.0013,9,54,63,2011,1,4,14,97,0,0,1,0,0,0,0,0
81,0,1,11.48,13.635,52,16.9979,17,48,65,2011,1,4,15,63,0,0,1,0,0,0,0,0
82,0,1,12.3,14.395,49,16.9979,15,68,83,2011,1,4,16,65,0,0,1,0,0,0,0,0
83,0,1,11.48,13.635,48,15.0013,10,202,212,2011,1,4,17,83,0,0,1,0,0,0,0,0
84,0,1,10.66,12.88,48,12.998,3,179,182,2011,1,4,18,212,0,0,1,0,0,0,0,0
85,0,1,9.84,12.88,48,7.0015,2,110,112,2011,1,4,19,182,0,0,1,0,0,0,0,0
86,0,1,9.84,12.88,48,7.0015,1,53,54,2011,1,4,20,112,0,0,1,0,0,0,0,0
87,0,1,9.02,13.635,64,0,0,48,48,2011,1,4,21,54,0,0,1,0,0,0,0,0
88,0,1,9.02,12.88,64,6.0032,1,34,35,2011,1,4,22,48,0,0,1,0,0,0,0,0
89,0,1,8.2,11.365,69,6.0032,2,9,11,2011,1,4,23,35,0,0,1,0,0,0,0,0
90,0,1,8.2,12.88,64,0,0,6,6,2011,1,5,0,11,0,0,1,0,0,0,0,0
91,0,1,6.56,9.85,74,6.0032,0,6,6,2011,1,5,1,6,0,0,1,0,0,0,0,0
92,0,1,6.56,9.85,74,6.0032,0,2,2,2011,1,5,2,6,0,0,1,0,0,0,0,0
93,0,1,9.84,11.365,48,15.0013,0,2,2,2011,1,5,4,2,0,0,1,0,0,0,0,0
94,0,1,9.02,11.365,47,11.0014,0,3,3,2011,1,5,5,2,0,0,1,0,0,0,0,0
95,0,1,8.2,9.85,47,15.0013,0,33,33,2011,1,5,6,3,0,0,1,0,0,0,0,0
96,0,1,7.38,9.09,43,12.998,1,87,88,2011,1,5,7,33,0,0,1,0,0,0,0,0
97,0,1,8.2,9.09,40,19.9995,3,192,195,2011,1,5,8,88,0,0,1,0,0,0,0,0
98,0,1,9.02,9.85,37,22.0028,6,109,115,2011,1,5,9,195,0,0,1,0,0,0,0,0
99,0,1,9.02,9.85,37,22.0028,4,53,57,2011,1,5,10,115,0,0,1,0,0,0,0,0
100,0,1,10.66,11.365,33,22.0028,12,34,46,2011,1,5,11,57,0,0,1,0,0,0,0,0
101,0,1,10.66,11.365,33,22.0028,5,74,79,2011,1,5,12,46,0,0,1,0,0,0,0,0
102,0,1,11.48,12.88,30,19.9995,6,65,71,2011,1,5,13,79,0,0,1,0,0,0,0,0
103,0,1,12.3,14.395,28,12.998,10,52,62,2011,1,5,14,71,0,0,1,0,0,0,0,0
104,0,1,12.3,14.395,28,12.998,7,55,62,2011,1,5,15,62,0,0,1,0,0,0,0,0
105,0,1,12.3,15.91,28,6.0032,4,85,89,2011,1,5,16,62,0,0,1,0,0,0,0,0
106,0,1,9.84,11.365,38,12.998,4,186,190,2011,1,5,17,89,0,0,1,0,0,0,0,0
107,0,1,9.84,12.12,38,8.9981,3,166,169,2011,1,5,18,190,0,0,1,0,0,0,0,0
108,0,1,9.84,12.88,38,7.0015,5,127,132,2011,1,5,19,169,0,0,1,0,0,0,0,0
109,0,1,9.02,11.365,47,11.0014,7,82,89,2011,1,5,20,132,0,0,1,0,0,0,0,0
110,0,1,8.2,9.85,51,12.998,3,40,43,2011,1,5,21,89,0,0,1,0,0,0,0,0
111,0,1,7.38,9.85,55,8.9981,1,41,42,2011,1,5,22,43,0,0,1,0,0,0,0,0
112,0,1,8.2,12.88,47,0,1,18,19,2011,1,5,23,42,0,0,1,0,0,0,0,0
113,0,1,7.38,12.12,55,0,0,11,11,2011,1,6,0,19,0,0,1,0,0,0,0,0
114,0,1,6.56,11.365,64,0,0,4,4,2011,1,6,1,11,0,0,1,0,0,0,0,0
115,0,1,6.56,11.365,64,0,0,2,2,2011,1,6,2,4,0,0,1,0,0,0,0,0
116,0,1,6.56,9.85,64,6.0032,0,1,1,2011,1,6,4,2,0,0,1,0,0,1,0,0
117,0,1,5.74,9.09,69,6.0032,0,4,4,2011,1,6,5,1,0,0,1,0,0,1,0,0
118,0,1,5.74,8.335,63,7.0015,0,36,36,2011,1,6,6,4,0,0,1,0,0,1,0,0
119,0,1,6.56,11.365,59,0,0,95,95,2011,1,6,7,36,0,0,1,0,0,1,0,0
120,0,1,6.56,11.365,59,0,3,216,219,2011,1,6,8,95,0,0,1,0,0,0,0,0
121,0,1,7.38,12.12,51,0,6,116,122,2011,1,6,9,219,0,0,1,0,0,1,0,0
122,0,1,8.2,12.88,47,0,3,42,45,2011,1,6,10,122,0,0,1,0,0,0,0,0
123,0,1,9.02,12.88,44,6.0032,2,57,59,2011,1,6,11,45,0,0,1,0,0,0,0,0
124,0,1,10.66,14.395,35,0,6,78,84,2011,1,6,12,59,0,0,1,0,0,0,0,0
125,0,1,10.66,13.635,35,7.0015,12,55,67,2011,1,6,13,84,0,0,1,0,0,0,0,0
126,0,1,11.48,13.635,36,11.0014,11,59,70,2011,1,6,14,67,0,0,1,0,0,0,0,0
127,0,1,11.48,13.635,36,0,8,54,62,2011,1,6,15,70,0,0,1,0,0,0,0,0
128,0,1,10.66,12.88,38,11.0014,12,74,86,2011,1,6,16,62,0,0,1,0,0,0,0,0
129,0,1,9.02,11.365,51,11.0014,9,163,172,2011,1,6,17,86,0,0,1,0,0,0,0,0
130,0,1,9.02,11.365,51,8.9981,5,158,163,2011,1,6,18,172,0,0,1,0,0,0,0,0
131,0,1,9.02,12.88,55,6.0032,3,109,112,2011,1,6,19,163,0,0,1,0,0,0,0,0
132,0,1,8.2,10.605,51,11.0014,3,66,69,2011,1,6,20,112,0,0,1,0,0,0,0,0
133,0,1,9.02,10.605,55,15.0013,0,48,48,2011,1,6,21,69,0,0,1,0,0,1,0,0
134,0,1,9.02,10.605,51,19.0012,1,51,52,2011,1,6,22,48,0,0,1,0,0,1,0,0
135,0,1,8.2,9.85,59,12.998,4,19,23,2011,1,6,23,52,0,0,1,0,0,1,0,0
136,0,1,8.2,9.85,64,12.998,4,13,17,2011,1,7,0,23,0,0,1,0,0,1,0,0
137,0,1,8.2,9.85,69,15.0013,2,5,7,2011,1,7,1,17,0,0,1,0,0,1,0,0
138,0,1,8.2,9.85,69,15.0013,0,1,1,2011,1,7,2,7,0,0,1,0,0,1,0,0
139,0,1,8.2,10.605,69,8.9981,0,1,1,2011,1,7,4,1,0,0,1,0,0,1,0,0
140,0,1,9.02,13.635,55,0,0,5,5,2011,1,7,5,1,0,0,1,0,0,0,1,0
141,0,1,8.2,12.88,69,0,8,26,34,2011,1,7,6,5,0,0,1,0,0,1,0,0
142,0,1,8.2,10.605,69,8.9981,8,76,84,2011,1,7,7,34,0,0,1,0,0,0,0,0
143,0,1,8.2,9.85,51,16.9979,20,190,210,2011,1,7,8,84,0,0,1,0,0,0,0,0
144,0,1,8.2,9.09,47,19.9995,9,125,134,2011,1,7,9,210,0,0,1,0,0,0,0,0
145,0,1,9.02,9.85,37,22.0028,16,47,63,2011,1,7,10,134,0,0,1,0,0,0,0,0
146,0,1,8.2,9.85,40,15.0013,19,48,67,2011,1,7,11,63,0,0,1,0,0,1,0,0
147,0,1,8.2,9.85,37,16.9979,9,50,59,2011,1,7,12,67,0,0,1,0,0,1,0,0
148,0,1,8.2,9.09,37,19.0012,9,64,73,2011,1,7,13,59,0,0,1,0,0,1,0,0
149,0,1,8.2,9.85,40,16.9979,7,43,50,2011,1,7,14,73,0,0,1,0,0,1,0,0
150,0,1,8.2,10.605,37,11.0014,9,63,72,2011,1,7,15,50,0,0,1,0,0,1,0,0
151,0,1,8.2,10.605,37,11.0014,5,82,87,2011,1,7,16,72,0,0,1,0,0,1,0,0
152,0,1,8.2,12.88,37,0,9,178,187,2011,1,7,17,87,0,0,1,0,0,1,0,0
153,0,1,8.2,11.365,40,6.0032,7,116,123,2011,1,7,18,187,0,0,1,0,0,0,0,0
154,0,1,6.56,9.85,55,6.0032,3,92,95,2011,1,7,19,123,0,0,1,0,0,0,0,0
155,0,1,7.38,10.605,47,7.0015,1,50,51,2011,1,7,20,95,0,0,1,0,0,0,0,0
156,0,1,7.38,9.85,47,8.9981,0,39,39,2011,1,7,21,51,0,0,1,0,0,0,0,0
157,0,1,7.38,9.85,43,11.0014,2,34,36,2011,1,7,22,39,0,0,1,0,0,1,0,0
158,0,1,7.38,9.85,51,11.0014,1,14,15,2011,1,7,23,36,0,0,1,0,0,1,0,0
159,0,0,7.38,9.85,51,11.0014,1,24,25,2011,1,8,0,15,0,0,1,0,0,1,0,0
160,0,0,7.38,10.605,55,6.0032,1,15,16,2011,1,8,1,25,0,0,1,0,0,1,0,0
161,0,0,7.38,12.12,55,0,3,13,16,2011,1,8,2,16,0,0,1,0,0,1,0,0
162,0,0,7.38,9.85,55,11.0014,0,7,7,2011,1,8,3,16,0,0,1,0,0,0,1,0
163,0,0,7.38,9.85,55,11.0014,0,1,1,2011,1,8,4,7,0,0,1,0,0,0,1,0
164,0,0,6.56,8.335,74,11.0014,0,5,5,2011,1,8,5,1,0,0,1,0,0,1,0,0
165,0,0,6.56,8.335,74,11.0014,0,2,2,2011,1,8,6,5,0,0,1,0,0,1,0,0
166,0,0,6.56,9.09,74,7.0015,1,8,9,2011,1,8,7,2,0,0,1,0,0,1,0,0
167,0,0,6.56,9.09,93,7.0015,0,15,15,2011,1,8,8,9,0,0,1,0,0,0,1,0
168,0,0,6.56,9.09,93,7.0015,0,20,20,2011,1,8,9,15,0,0,1,0,0,0,1,0
169,0,0,7.38,9.85,80,11.0014,5,56,61,2011,1,8,10,20,0,0,1,0,0,1,0,0
170,0,0,8.2,9.09,69,26.0027,2,60,62,2011,1,8,11,61,0,0,1,0,0,1,0,0
171,0,0,8.2,9.09,59,23.9994,8,90,98,2011,1,8,12,62,0,0,1,0,0,1,0,0
172,0,0,8.2,9.09,44,22.0028,7,95,102,2011,1,8,13,98,0,0,1,0,0,0,0,0
173,0,0,8.2,8.335,32,32.9975,12,83,95,2011,1,8,14,102,0,0,1,0,0,0,0,0
174,0,0,8.2,8.335,32,30.0026,5,69,74,2011,1,8,15,95,0,0,1,0,0,0,0,0
175,0,0,7.38,6.82,29,30.0026,8,68,76,2011,1,8,16,74,0,0,1,0,0,0,0,0
176,0,0,6.56,6.06,37,36.9974,5,64,69,2011,1,8,17,76,0,0,1,0,0,0,0,0
177,0,0,5.74,6.06,39,19.9995,3,52,55,2011,1,8,18,69,0,0,1,0,0,0,0,0
178,0,0,5.74,6.06,36,16.9979,4,26,30,2011,1,8,19,55,0,0,1,0,0,0,0,0
179,0,0,4.92,6.06,36,16.9979,0,28,28,2011,1,8,20,30,0,0,1,0,0,0,0,0
180,0,0,4.92,5.305,39,23.9994,2,35,37,2011,1,8,21,28,0,0,1,0,0,0,0,0
181,0,0,4.92,5.305,36,26.0027,1,33,34,2011,1,8,22,37,0,0,1,0,0,0,0,0
182,0,0,4.1,3.03,39,30.0026,0,22,22,2011,1,8,23,34,0,0,1,0,0,0,0,0
183,0,0,4.1,3.79,42,26.0027,1,24,25,2011,1,9,0,22,0,0,1,0,0,0,0,0
184,0,0,4.1,3.03,42,31.0009,0,12,12,2011,1,9,1,25,0,0,1,0,0,0,0,0
185,0,0,4.1,3.03,46,31.0009,0,11,11,2011,1,9,2,12,0,0,1,0,0,0,0,0
186,0,0,4.1,3.79,46,27.9993,0,4,4,2011,1,9,3,11,0,0,1,0,0,0,0,0
187,0,0,3.28,4.545,53,12.998,0,1,1,2011,1,9,4,4,0,0,1,0,0,0,0,0
188,0,0,3.28,4.545,53,12.998,0,1,1,2011,1,9,5,1,0,0,1,0,0,0,0,0
189,0,0,4.1,4.545,49,19.0012,0,1,1,2011,1,9,6,1,0,0,1,0,0,0,0,0
190,0,0,3.28,4.545,53,12.998,1,5,6,2011,1,9,7,1,0,0,1,0,0,0,0,0
191,0,0,4.1,4.545,49,19.0012,0,10,10,2011,1,9,8,6,0,0,1,0,0,0,0,0
192,0,0,4.92,3.79,46,35.0008,0,19,19,2011,1,9,9,10,0,0,1,0,0,0,0,0
193,0,0,5.74,5.305,43,26.0027,0,49,49,2011,1,9,10,19,0,0,1,0,0,0,0,0
194,0,0,6.56,6.06,40,35.0008,2,47,49,2011,1,9,11,49,0,0,1,0,0,0,0,0
195,0,0,7.38,6.82,37,30.0026,4,79,83,2011,1,9,12,49,0,0,1,0,0,0,0,0
196,0,0,8.2,8.335,34,30.0026,6,69,75,2011,1,9,13,83,0,0,1,0,0,0,0,0
197,0,0,9.02,9.09,32,31.0009,8,64,72,2011,1,9,14,75,0,0,1,0,0,0,0,0
198,0,0,9.02,9.85,35,23.9994,5,77,82,2011,1,9,15,72,0,0,1,0,0,0,0,0
199,0,0,8.2,8.335,34,30.0026,13,79,92,2011,1,9,16,82,0,0,1,0,0,0,0,0
200,0,0,7.38,7.575,37,26.0027,3,59,62,2011,1,9,17,92,0,0,1,0,0,0,0,0
201,0,0,6.56,6.82,40,22.0028,4,44,48,2011,1,9,18,62,0,0,1,0,0,0,0,0
202,0,0,6.56,6.82,43,22.0028,1,40,41,2011,1,9,19,48,0,0,1,0,0,0,0,0
203,0,0,5.74,6.06,46,16.9979,0,38,38,2011,1,9,20,41,0,0,1,0,0,0,0,0
204,0,0,5.74,5.305,46,27.9993,1,19,20,2011,1,9,21,38,0,0,1,0,0,0,0,0
205,0,0,5.74,6.06,46,19.9995,5,10,15,2011,1,9,22,20,0,0,1,0,0,0,0,0
206,0,0,4.92,6.82,50,12.998,0,6,6,2011,1,9,23,15,0,0,1,0,0,0,0,0
207,0,1,4.92,6.06,50,19.0012,2,3,5,2011,1,10,0,6,0,0,1,0,0,0,0,0
208,0,1,4.92,6.06,50,19.0012,1,0,1,2011,1,10,1,5,0,0,1,0,0,0,0,0
209,0,1,4.92,6.06,50,15.0013,0,3,3,2011,1,10,2,1,0,0,1,0,0,0,0,0
210,0,1,4.92,6.06,50,15.0013,0,1,1,2011,1,10,3,3,0,0,1,0,0,0,0,0
211,0,1,4.1,6.06,54,8.9981,1,2,3,2011,1,10,4,1,0,0,1,0,0,0,0,0
212,0,1,4.1,5.305,54,16.9979,0,3,3,2011,1,10,5,3,0,0,1,0,0,0,0,0
213,0,1,4.92,6.06,50,19.0012,0,31,31,2011,1,10,6,3,0,0,1,0,0,0,0,0
214,0,1,4.92,6.06,50,15.0013,2,75,77,2011,1,10,7,31,0,0,1,0,0,0,0,0
215,0,1,4.92,6.06,50,19.0012,4,184,188,2011,1,10,8,77,0,0,1,0,0,1,0,0
216,0,1,5.74,6.06,50,16.9979,2,92,94,2011,1,10,9,188,0,0,1,0,0,1,0,0
217,0,1,5.74,6.06,50,19.9995,0,31,31,2011,1,10,10,94,0,0,1,0,0,1,0,0
218,0,1,6.56,6.82,47,19.0012,2,28,30,2011,1,10,11,31,0,0,1,0,0,1,0,0
219,0,1,8.2,9.09,40,19.0012,5,47,52,2011,1,10,12,30,0,0,1,0,0,1,0,0
220,0,1,8.2,9.09,40,19.0012,4,50,54,2011,1,10,13,52,0,0,1,0,0,1,0,0
221,0,1,8.2,9.85,40,15.0013,0,47,47,2011,1,10,14,54,0,0,1,0,0,1,0,0
222,0,1,8.2,9.85,40,15.0013,2,43,45,2011,1,10,15,47,0,0,1,0,0,1,0,0
223,0,1,8.2,10.605,40,8.9981,4,70,74,2011,1,10,16,45,0,0,1,0,0,0,0,0
224,0,1,8.2,11.365,40,7.0015,4,174,178,2011,1,10,17,74,0,0,1,0,0,0,0,0
225,0,1,8.2,9.85,40,15.0013,1,154,155,2011,1,10,18,178,0,0,1,0,0,0,0,0
226,0,1,6.56,8.335,47,11.0014,3,92,95,2011,1,10,19,155,0,0,1,0,0,0,0,0
227,0,1,6.56,8.335,50,11.0014,1,73,74,2011,1,10,20,95,0,0,1,0,0,0,0,0
228,0,1,5.74,6.82,59,12.998,1,37,38,2011,1,10,21,74,0,0,1,0,0,0,0,0
229,0,1,5.74,7.575,59,11.0014,2,22,24,2011,1,10,22,38,0,0,1,0,0,0,0,0
230,0,1,5.74,7.575,59,11.0014,0,18,18,2011,1,10,23,24,0,0,1,0,0,0,0,0
231,0,1,5.74,8.335,59,7.0015,2,10,12,2011,1,11,0,18,0,0,1,0,0,0,0,0
232,0,1,5.74,7.575,59,11.0014,0,3,3,2011,1,11,1,12,0,0,1,0,0,0,0,0
233,0,1,6.56,7.575,55,12.998,0,3,3,2011,1,11,2,3,0,0,1,0,0,1,0,0
234,0,1,6.56,9.09,55,8.9981,0,6,6,2011,1,11,5,3,0,0,1,0,0,1,0,0
235,0,1,6.56,9.09,55,8.9981,0,27,27,2011,1,11,6,6,0,0,1,0,0,1,0,0
236,0,1,6.56,11.365,55,0,2,97,99,2011,1,11,7,27,0,0,1,0,0,1,0,0
237,0,1,7.38,10.605,51,6.0032,3,214,217,2011,1,11,8,99,0,0,1,0,0,1,0,0
238,0,1,7.38,9.85,51,11.0014,3,127,130,2011,1,11,9,217,0,0,1,0,0,1,0,0
239,0,1,8.2,10.605,51,11.0014,3,51,54,2011,1,11,10,130,0,0,1,0,0,1,0,0
240,0,1,8.2,10.605,47,8.9981,4,31,35,2011,1,11,11,54,0,0,1,0,0,1,0,0
241,0,1,8.2,11.365,51,7.0015,2,55,57,2011,1,11,12,35,0,0,1,0,0,1,0,0
242,0,1,8.2,11.365,59,6.0032,6,46,52,2011,1,11,13,57,0,0,1,0,0,1,0,0
243,0,1,8.2,11.365,59,6.0032,3,60,63,2011,1,11,14,52,0,0,1,0,0,1,0,0
244,0,1,6.56,9.85,80,6.0032,2,45,47,2011,1,11,15,63,0,0,1,0,0,1,0,0
245,0,1,6.56,7.575,86,15.0013,4,72,76,2011,1,11,16,47,0,0,1,0,0,1,0,0
246,0,1,6.56,7.575,86,15.0013,6,130,136,2011,1,11,17,76,0,0,1,0,0,1,0,0
247,0,1,6.56,9.09,93,7.0015,1,94,95,2011,1,11,18,136,0,0,1,0,0,0,1,0
248,0,1,6.56,11.365,93,0,0,51,51,2011,1,11,19,95,0,0,1,0,0,0,1,0
249,0,1,6.56,7.575,93,12.998,0,32,32,2011,1,11,20,51,0,0,1,0,0,0,1,0
250,0,1,6.56,9.85,86,6.0032,0,20,20,2011,1,11,21,32,0,0,1,0,0,0,1,0
251,0,1,6.56,9.09,93,7.0015,1,28,29,2011,1,11,22,20,0,0,1,0,0,0,1,0
252,0,1,6.56,9.85,93,6.0032,1,18,19,2011,1,11,23,29,0,0,1,0,0,0,1,0
253,0,1,6.56,9.85,86,6.0032,0,7,7,2011,1,12,0,19,0,0,1,0,0,1,0,0
254,0,1,6.56,9.09,86,7.0015,0,6,6,2011,1,12,1,7,0,0,1,0,0,1,0,0
255,0,1,5.74,7.575,86,8.9981,0,1,1,2011,1,12,2,6,0,0,1,0,0,0,0,0
256,0,1,5.74,7.575,86,11.0014,0,5,5,2011,1,12,5,1,0,0,1,0,0,0,0,0
257,0,1,4.92,7.575,93,8.9981,0,16,16,2011,1,12,6,5,0,0,1,0,0,0,0,0
